Model,Architecture,Device,Time_seconds
TVAE,"(64, 32)",CUDA,0.259
TVAE,"(64, 32)",CUDA,0.2709
TVAE,"(64, 32)",CUDA,0.282
TVAE,"(64, 32)",CUDA,0.2463
TVAE,"(64, 32)",CUDA,0.2481
TVAE,"(64, 32)",CUDA,0.2786
TVAE,"(64, 32)",CUDA,0.284
TVAE,"(64, 32)",CUDA,0.2451
TVAE,"(64, 32)",CUDA,0.2452
TVAE,"(64, 32)",CUDA,0.2746
TVAE,"(64, 32)",CUDA,0.2611
TVAE,"(64, 32)",CUDA,0.2483
TVAE,"(64, 32)",CUDA,0.2555
TVAE,"(64, 32)",CUDA,0.294
TVAE,"(64, 32)",CUDA,0.2912
TVAE,"(64, 32)",CUDA,0.2513
TVAE,"(64, 32)",CUDA,0.2621
TVAE,"(64, 32)",CUDA,0.2761
TVAE,"(64, 32)",CUDA,0.2481
TVAE,"(64, 32)",CUDA,0.2545
TVAE,"(64, 32)",CUDA,0.252
TVAE,"(64, 32)",CUDA,0.2846
TVAE,"(64, 32)",CUDA,0.2611
TVAE,"(64, 32)",CUDA,0.251
TVAE,"(64, 32)",CUDA,0.2834
TVAE,"(64, 32)",CUDA,0.2906
TVAE,"(64, 32)",CUDA,0.2457
TVAE,"(64, 32)",CUDA,0.2509
TVAE,"(64, 32)",CUDA,0.2694
TVAE,"(64, 32)",CUDA,0.2542
TVAE,"(64, 32)",CUDA,0.2514
TVAE,"(64, 32)",CUDA,0.2454
TVAE,"(64, 32)",CUDA,0.2714
TVAE,"(64, 32)",CUDA,0.2553
TVAE,"(64, 32)",CUDA,0.2549
TVAE,"(64, 32)",CUDA,0.2579
TVAE,"(64, 32)",CUDA,0.2727
TVAE,"(64, 32)",CUDA,0.2647
TVAE,"(64, 32)",CUDA,0.2458
TVAE,"(64, 32)",CUDA,0.2641
TVAE,"(64, 32)",CUDA,0.2893
TVAE,"(64, 32)",CUDA,0.2746
TVAE,"(64, 32)",CUDA,0.2785
TVAE,"(64, 32)",CUDA,0.2711
TVAE,"(64, 32)",CUDA,0.2785
TVAE,"(64, 32)",CUDA,0.2636
TVAE,"(64, 32)",CUDA,0.2534
TVAE,"(64, 32)",CUDA,0.2425
TVAE,"(64, 32)",CUDA,0.2753
TVAE,"(64, 32)",CUDA,0.2476
TVAE,"(64, 32)",CUDA,0.2456
TVAE,"(64, 32)",CUDA,0.2519
TVAE,"(64, 32)",CUDA,0.2755
TVAE,"(64, 32)",CUDA,0.2506
TVAE,"(64, 32)",CUDA,0.2521
TVAE,"(64, 32)",CUDA,0.2782
TVAE,"(64, 32)",CUDA,0.2734
TVAE,"(64, 32)",CUDA,0.2557
TVAE,"(64, 32)",CUDA,0.2444
TVAE,"(64, 32)",CUDA,0.2596
TVAE,"(64, 32)",CUDA,0.258
TVAE,"(64, 32)",CUDA,0.2412
TVAE,"(64, 32)",CUDA,0.2459
TVAE,"(64, 32)",CUDA,0.273
TVAE,"(64, 32)",CUDA,0.3485
TVAE,"(64, 32)",CUDA,0.2626
TVAE,"(64, 32)",CUDA,0.2738
TVAE,"(64, 32)",CUDA,0.3002
TVAE,"(64, 32)",CUDA,0.2635
TVAE,"(64, 32)",CUDA,0.2583
TVAE,"(64, 32)",CUDA,0.2846
TVAE,"(64, 32)",CUDA,0.285
TVAE,"(64, 32)",CUDA,0.3196
TVAE,"(64, 32)",CUDA,0.2717
TVAE,"(64, 32)",CUDA,0.2936
TVAE,"(64, 32)",CUDA,0.2515
TVAE,"(64, 32)",CUDA,0.2569
TVAE,"(64, 32)",CUDA,0.2724
TVAE,"(64, 32)",CUDA,0.3042
TVAE,"(64, 32)",CUDA,0.26
TVAE,"(64, 32)",CUDA,0.2593
TVAE,"(64, 32)",CUDA,0.2617
TVAE,"(64, 32)",CUDA,0.2901
TVAE,"(64, 32)",CUDA,0.2618
TVAE,"(64, 32)",CUDA,0.2876
TVAE,"(64, 32)",CUDA,0.2683
TVAE,"(64, 32)",CUDA,0.268
TVAE,"(64, 32)",CUDA,0.2587
TVAE,"(64, 32)",CUDA,0.2562
TVAE,"(64, 32)",CUDA,0.2872
TVAE,"(64, 32)",CUDA,0.2542
TVAE,"(64, 32)",CUDA,0.2523
TVAE,"(64, 32)",CUDA,0.2476
TVAE,"(64, 32)",CUDA,0.2698
TVAE,"(64, 32)",CUDA,0.2511
TVAE,"(64, 32)",CUDA,0.2449
TVAE,"(64, 32)",CUDA,0.2556
TVAE,"(64, 32)",CUDA,0.2802
TVAE,"(64, 32)",CUDA,0.2664
TVAE,"(64, 32)",CUDA,0.2582
TVAE,"(64, 32)",CUDA,0.2789
TVAE,"(64, 32)",CUDA,0.2744
TVAE,"(64, 32)",CUDA,0.2478
TVAE,"(64, 32)",CUDA,0.253
TVAE,"(64, 32)",CUDA,0.2576
TVAE,"(64, 32)",CUDA,0.2841
TVAE,"(64, 32)",CUDA,0.2556
TVAE,"(64, 32)",CUDA,0.2707
TVAE,"(64, 32)",CUDA,0.2885
TVAE,"(64, 32)",CUDA,0.2923
TVAE,"(64, 32)",CUDA,0.2841
TVAE,"(64, 32)",CUDA,0.2853
TVAE,"(64, 32)",CUDA,0.3035
TVAE,"(64, 32)",CUDA,0.2724
TVAE,"(64, 32)",CUDA,0.2736
TVAE,"(64, 32)",CUDA,0.2645
TVAE,"(64, 32)",CUDA,0.2795
TVAE,"(64, 32)",CUDA,0.2661
TVAE,"(64, 32)",CUDA,0.25
TVAE,"(64, 32)",CUDA,0.2811
TVAE,"(64, 32)",CUDA,0.2564
TVAE,"(64, 32)",CUDA,0.2458
TVAE,"(64, 32)",CUDA,0.2492
TVAE,"(64, 32)",CUDA,0.2718
TVAE,"(64, 32)",CUDA,0.249
TVAE,"(64, 32)",CUDA,0.2539
TVAE,"(64, 32)",CUDA,0.2533
TVAE,"(64, 32)",CUDA,0.2695
TVAE,"(64, 32)",CUDA,0.2482
TVAE,"(64, 32)",CUDA,0.2493
TVAE,"(64, 32)",CUDA,0.2497
TVAE,"(64, 32)",CUDA,0.2696
TVAE,"(64, 32)",CUDA,0.256
TVAE,"(64, 32)",CUDA,0.2533
TVAE,"(64, 32)",CUDA,0.2517
TVAE,"(64, 32)",CUDA,0.2698
TVAE,"(64, 32)",CUDA,0.2563
TVAE,"(64, 32)",CUDA,0.246
TVAE,"(64, 32)",CUDA,0.2492
TVAE,"(64, 32)",CUDA,0.2645
TVAE,"(64, 32)",CUDA,0.2462
TVAE,"(64, 32)",CUDA,0.2501
TVAE,"(64, 32)",CUDA,0.2498
TVAE,"(64, 32)",CUDA,0.2713
